145
21
1052;2
1053;2
1054;2
1051;3
1052;3
1053;3
1054;3
1055;3
1051;4
1052;4
1053;4
1054;4
1055;4
1051;5
1052;5
1053;5
1054;5
1055;5
1052;6
1053;6
1054;6
21
285;4
286;4
287;4
284;5
285;5
286;5
287;5
288;5
284;6
285;6
286;6
287;6
288;6
284;7
285;7
286;7
287;7
288;7
285;8
286;8
287;8
21
1917;11
1918;11
1919;11
1916;12
1917;12
1918;12
1919;12
1920;12
1916;13
1917;13
1918;13
1919;13
1920;13
1916;14
1917;14
1918;14
1919;14
1920;14
1917;15
1918;15
1919;15
21
1678;20
1679;20
1680;20
1677;21
1678;21
1679;21
1680;21
1681;21
1677;22
1678;22
1679;22
1680;22
1681;22
1677;23
1678;23
1679;23
1680;23
1681;23
1678;24
1679;24
1680;24
21
481;38
482;38
483;38
480;39
481;39
482;39
483;39
484;39
480;40
481;40
482;40
483;40
484;40
480;41
481;41
482;41
483;41
484;41
481;42
482;42
483;42
21
841;48
842;48
843;48
840;49
841;49
842;49
843;49
844;49
840;50
841;50
842;50
843;50
844;50
840;51
841;51
842;51
843;51
844;51
841;52
842;52
843;52
21
796;55
797;55
798;55
795;56
796;56
797;56
798;56
799;56
795;57
796;57
797;57
798;57
799;57
795;58
796;58
797;58
798;58
799;58
796;59
797;59
798;59
21
2015;58
2016;58
2017;58
2014;59
2015;59
2016;59
2017;59
2018;59
2014;60
2015;60
2016;60
2017;60
2018;60
2014;61
2015;61
2016;61
2017;61
2018;61
2015;62
2016;62
2017;62
21
1668;60
1669;60
1670;60
1667;61
1668;61
1669;61
1670;61
1671;61
1667;62
1668;62
1669;62
1670;62
1671;62
1667;63
1668;63
1669;63
1670;63
1671;63
1668;64
1669;64
1670;64
21
1787;62
1788;62
1789;62
1786;63
1787;63
1788;63
1789;63
1790;63
1786;64
1787;64
1788;64
1789;64
1790;64
1786;65
1787;65
1788;65
1789;65
1790;65
1787;66
1788;66
1789;66
21
662;73
663;73
664;73
661;74
662;74
663;74
664;74
665;74
661;75
662;75
663;75
664;75
665;75
661;76
662;76
663;76
664;76
665;76
662;77
663;77
664;77
21
479;76
480;76
481;76
478;77
479;77
480;77
481;77
482;77
478;78
479;78
480;78
481;78
482;78
478;79
479;79
480;79
481;79
482;79
479;80
480;80
481;80
21
819;80
820;80
821;80
818;81
819;81
820;81
821;81
822;81
818;82
819;82
820;82
821;82
822;82
818;83
819;83
820;83
821;83
822;83
819;84
820;84
821;84
21
1977;84
1978;84
1979;84
1976;85
1977;85
1978;85
1979;85
1980;85
1976;86
1977;86
1978;86
1979;86
1980;86
1976;87
1977;87
1978;87
1979;87
1980;87
1977;88
1978;88
1979;88
21
1120;88
1121;88
1122;88
1119;89
1120;89
1121;89
1122;89
1123;89
1119;90
1120;90
1121;90
1122;90
1123;90
1119;91
1120;91
1121;91
1122;91
1123;91
1120;92
1121;92
1122;92
21
508;97
509;97
510;97
507;98
508;98
509;98
510;98
511;98
507;99
508;99
509;99
510;99
511;99
507;100
508;100
509;100
510;100
511;100
508;101
509;101
510;101
21
157;101
158;101
159;101
156;102
157;102
158;102
159;102
160;102
156;103
157;103
158;103
159;103
160;103
156;104
157;104
158;104
159;104
160;104
157;105
158;105
159;105
21
221;106
222;106
223;106
